true_sentiment,ticker,paraphrased_array
Positive,AUDUSD,. aussie retail sales beats and sends audd bid to test 0675..
Positive,AUDUSD,. audisd extends bounce off single day low towards 06800 on upbeat australia retail..
Neutral,EURUSD,. eurusd price analysis sits quietly on bull's radar around 106..
Neutral,USDJPY,. boj deputy gov. uchida changing 2 inflation target is unthinkable.
Neutral,USDJPY,. the boj dept. gov uchida widening yield target band. would weaken effects of..
Neutral,USDJPY,. usdjpy steadies above 13600 as yields pause previous retreat boj dovish stance appears..
Negative,GBPUSD,. gbpusd price analysis of brexit deal with market momentum near 1 205..
Neutral,AUDUSD,. audusd price analysis reversal lacks strength as risk appetite looks..
Neutral,USDJPY,.. boj depty gov himino focus now should be on keeping easy policy to support..
Negative,GBPUSD,. gbpusd retreats towards 12000 as dup looks to the test the brbnit deal's practicality.
Negative,EURUSD,. eurusd fails to sustain above 10600 as street sees fed's interest rate drop at..
Neutral,USDJPY,..jpy price analysis grinds higher around 13650 within monthly rising..
Positive,EURUSD,..b's lane case for 50 bps rate hike in march remains..
Negative,AUDUSD,. add gainss modest intraday gains playss with daily low amid modest usd..
Negative,EURUSD,. eurusd further losses remain on the cards below €0. u..
Positive,EURUSD,. euloud inflation data might support the euro this week. bankmerzbank.
Neutral,GBPUSD,. gbpusd now moved into a consolida - phase. u..
Negative,GBPUSD,. gbbd impact of new northern ireland deal may be only short lived...
Neutral,GBPUSD,.. pm sunak new northern ireland deal not about any one political party.
Negative,EURUSD,. eurusd risks of 10500 being tested in the near term are elevated...
Positive,USDJPY,. usdjpy now focuses on the 13790 level of u..
Neutral,EURUSD,..'s gentiloni eu is likely to avoid a severe..
Positive,USDJPY,..jp clins to gains in ytd peak is poised to appreciate..
Negative,GBPUSD,. most likely to remain under depreciation pressure despite brex the deal with bankmerz..
Neutral,USDJPY,"the. trading levels - eurgbp, nzdjpy, nzdcd, usdcad, usdxf, and usdj.."
Positive,GBPUSD,..pd climbs to 12100 amid br euit optimism and. usd lacks trackthrou..
Positive,EURUSD,..rusd remains firm and climbs to 2day highs near 106..
Negative,GBPUSD,..masd forex analysis - re test & failure at 1. 2100 level?.
Positive,EURCHF,. eurchf further if pressure might arise s bank could intervene with bankbz..
Positive,USDJPY,. usdj plans to move toward 2020 at the end of 202 i. soc..
Positive,EURUSD,. eurend to climb back towards europe by the end of march. soc..
Negative,AUDUSD,. audud could extend its decline to the 06550 mark. soc..
Neutral,AUDUSD,. audsd price analysis flatlines above 06700 mark not out of the woods..
Positive,GBPUSD,. gbmasd price analysis rises further than 12100 for 50day sma amid softer..
Neutral,GBPUSD,. gbpusd must hold the 200dma at 11926 to avoid further losses. soc..
Positive,GBPUSD,. gbpusd potential to reach recent peaks in the mid124s. scotia..
Positive,EURUSD,. the eurusd & gbpusd are expanding higher in early us trading. what levels are in play?.
Neutral,EURUSD,. eurusd price analysis initial hurdle appears at the 55 % sm..
Neutral,GBPUSD,. gbpusd seen at 122 by end2023 and at 124 by mid2024 by wells..
Negative,EURUSD,. eurusd life is difficult for euro bulls. soc..
Negative,EURUSD,..rusd sellers into the london..
Neutral,USDJPY,..jpy price analysis retraces below 13600 as bulls take a breathe..
Positive,EURUSD,. eurusd price analysis bulls remain in play while above 1050 and eye 107..
Neutral,AUDUSD,. audud setting up for a showdown between buyers and..
Positive,AUDUSD,") idsd price analysis.on daily trend,, and a confluence near 0680.."
Negative,GBPUSD,..pad bears back in as us dollar up reboundes from us session low..
Neutral,GBPUSD,..pusd moves down and up and up and up and back down..
Negative,EURUSD,. forex today fears remain the same usd makes the most out of..
Negative,EURUSD,. eurusd losess crucial 10580 support as fed's rate hikes..
Neutral,AUDUSD,. audsd grinds above 06700 as australia gdp chinaus pmi loom.
Positive,GBPUSD,. gbbd marches towards 12030 amid upbeat technical details brexit boe's bailey!.
Neutral,AUDUSD,.. is the australian q the 2022 gdp release and how would it affect audis?.
Positive,USDJPY,..jpy approaches twomont - high near n00 as boj considers easy policy..
Negative,EURUSD,..rusd bears take up key lows of below pm so far.
Negative,AUDUSD,.. aussie data dump crashes audus..
Negative,AUDUSD,. audisd dips to near 06m0 on recovered australian gdp and soft inflation data.
Positive,AUDUSD,.. nb manufacturing non manufacturing pmis beats are a welcome suprise for aud bulls.
Neutral,USDJPY,..j's naka government monetary policy is important for the time being...
Negative,GBPUSD,. gbpad price analysis pullback from 12110 resistance confluence lures cable bears.
Positive,AUDUSD,. chinas caixin manufacturing pmi expands to 516 in february vs 502..
Neutral,AUDUSD,. nzdud bulls come back to the table on china..
Positive,AUDUSD,. idsd extends high off twomont of low towards 06750 on utc china pm..
Negative,EURUSD,. eurusd price analysis bears keep the reins even as correct of brokers to reclaim 106..
Positive,USDJPY,. usdjpy price analysis features another battle with the key dmas above 136..
Positive,GBPUSD,. gbpusd gains results above 12000 as upbeat china pmi ameliorates riskoff..
Positive,EURUSD,. eurusd looks to regain 10600 as us dollar bulls take a breathes german inflation us pmi!.
Positive,USDJPY,. boj's naka were aiming for positive economic cycle accompanied by higher..
Positive,AUDUSD,..dsd extends vshape recovery to 06760 as upbeat caixin pmi outweighs auss..
Neutral,EURUSD,. eurusd has embarked on a consolidation range with u..
Positive,USDJPY,..jpy returns to modest gains above mid1360. remains close to ytd peak set on..
Neutral,GBPUSD,. gbpusd now seen within 1197012160. u..
Neutral,EURUSD,. eurusd a recovery to zero is possible in the medium term. bankmerz..
Negative,AUDUSD,. audsd outlook remains weak for the time being. u..
Negative,GBPUSD,". gbp might come under depreciation pressure if if it were to be cautious, bankbz!."
Positive,USDJPY,. usdjpy extra gains look likely above u0. uob.
Positive,GBPUSD,. gbord jumps up up to 12100 mark fresh daily peak with peak usd..
Neutral,GBPUSD,. gbpusd could drift back to 12100 on the slightly harder dollar -..
Neutral,EURUSD,..b's muller rate hikes are having an effect but inflation is still too high.
Neutral,EURUSD,.. the's grandroy inflation in france should reach peak during the first..
Neutral,EURUSD,. german unemployment rate.adies at 55 in january vs 55..
Negative,AUDUSD,. autard aussie not standing a chance against dollar at present. bankmerz..
Positive,EURCHF,. eurusd 105 will be the bottom of the first quarter range after all...
Positive,EURUSD,. eurusd climbs to multisession speeds beyond 10650 ahead of key data.
Positive,AUDUSD,. auds and recovers further from yt. and steadily falls to 0677580 zone in weaker..
Neutral,GBPUSD,. new ukeu. not a game changer for sterling...
Positive,GBPUSD,. boes bailey some further increase in bank rate may turn out to be..
Positive,EURUSD,..bs nagel further additional rate hikes beyond march may be needed.
Negative,USDJPY,..jpy flirts with peak low amid broad based usd weakness holds above mid13500..
Positive,EURUSD,. eurusd china's reopening provides additional 34 upside potential. barclay..
Negative,EURUSD,. eurusd a small excursion towards the lows at the start of the week might be seen again. bankbz..
Positive,GBPUSD,. gbpusd to break past the 12450 area post range of phase by credit sui..
Negative,USDJPY,..j $ 200dma at 13720 to cap risk to be lower again. credit sui..
Positive,EURUSD,. eurisd to enjoy further gains toward 107. 108 by scotia bank.
Positive,EURUSD,. eurusd price analysis above 10804 comes the ytd high.
Neutral,EURUSD,. eurusd key support at 1048363 to contain weakness in credit sui..
Negative,AUDUSD,..dod falls back to toward the 1000 hour..
Negative,GBPUSD,. gbpusd hits a daily low below 12000 post us ism manufacturing pmi.
Positive,GBPUSD,..vd finds buyers ahead of the 100 day ma / swing..
Positive,USDJPY,. yields moving higher pushes the usdjpy back above the 100 hour..
Positive,EURUSD,..zone hicp preview forecasts from six major banks core inflation to reach new record high.
Negative,EURUSD,..rusd dropss from weekly highs after ism manufacturing pm..
Negative,USDJPY,..jpy glued to a00 subdued after us ism pmi data.
Neutral,AUDUSD,) audusd price analysis bulls still got skin in the game eye 068 territories but bears lu..
Negative,GBPUSD,..pad price analysis bears in town and eye last week lows as target.
Negative,EURUSD,. forex today global inflation fears offer little help to the..
Negative,USDJPY,..jpy price analysis and pressure trendline support.
Negative,EURUSD,..rusd eyes 10700 as ec bank expects no calm in rates as german inflation picks..
Positive,AUDUSD,. audisd grinds near mid06700s as strong treasury bond. probe us dollar..
Neutral,GBPUSD,. gbzd rebounds from 12000. inside the woods on ambiguous remarks from boe..
Positive,USDJPY,..jp aims to break 13620 as fed rate hikes back in action.
Positive,EURUSD,. eurusd price analysis : target 10700 amid 50 km roadblock.
Positive,AUDUSD,. audusd price analysis bulls eye a run to test key daily..
Positive,USDJPY,. bojs takata must maintain current massive monetary policy..
Negative,GBPUSD,..pad price analysis bears pressing in and eye a break of key..
Positive,USDJPY,. usdjpy price analysis stretches out from 50 years to 136..
Neutral,AUDUSD,. audsd defends 06730 as upside looks capped for usd index. increase..
Neutral,USDJPY,..boj's shirakawa boj must reexamine monetary framework inflation..
Negative,EURUSD,. eurusd looks vulnerable near 10660 as yields soar amid hawk - grazing..
Negative,GBPUSD,..pd prints three day losing streak above 12080 hurdle on brexit anxiety firmer yields.
Neutral,USDJPY,. bojs taks dont see need now to take additional steps to improve market..
Neutral,AUDUSD,. chinas gdp target could be between 1 and be as high as 6 thomson..
Negative,AUDUSD,. audusd price analysis and approach 06700 support..
Negative,EURUSD,. eurusd a sustained move above 10750 seems unlikely. u..
Negative,EURUSD,. eurusd slides towards 10600 on average. eurozone inflation ecb's lagarde..
Positive,USDJPY,..jpy moves to up to ytd top bulls awaiting successful move to 100 % sm..
Neutral,GBPUSD,. gbpusd sticks to the consolidative range of u..
Positive,EURUSD,. ecb hawkishness underlines support for euro - ci..
Positive,AUDUSD,. aucid to advance nicely towards 074 by yearend and bo..
Neutral,EURUSD,. lagarde speech case for a 50 bps rate hike this month is still on the table as inflation is still too high.
Positive,EURUSD,. eurusd could reach 107 if eu inflation data contributed significantly to the index. bankmerz..
Neutral,EURUSD,. lagarde speech price decline is not..
Neutral,AUDUSD,. china's commerce ministry china is prepared to communicate with us to ease trade..
Negative,GBPUSD,. gbpsd drops back closer to mid11900s. 200day sma amid bullish..
Positive,USDJPY,. usdj will further advance is above 1360. u..
Neutral,EURUSD,. eurusd may well be trapped in a 1060010700 range today...
Neutral,GBPUSD,. boe dp survey businesses'expectations for their ownprice inflation declined in february.
Negative,EURUSD,. in eurozone preliminary hicp inflation eases to 85 yoy in february vs 82..
Negative,EURUSD,..csd is under pressure near 10600 post emu cpi and ahead of ec..
Negative,AUDUSD,. auduss refreshes. low is vulnerable near 0672520. amid bullish..
Negative,GBPUSD,. boe to tighten rates less or to pause the cycle of the pound. bankbz..
Positive,EURUSD,. rates to peak in the 2017 should be lower by then. soc..
Negative,USDJPY,. usdj is set to test the 120 level into yearend. ci..
Positive,EURUSD,. eurusd set to hit the top level by yearend. barclay..
Positive,EURUSD,..b accounts further rate hikes required for policy to enter restrictive..
Negative,USDJPY,". ""j : continues to strengthen over the mediumterm patience required by hs.."
Negative,GBPUSD,. gbpad price analysis will look to seize control price below 200 dm..
Positive,EURUSD,. eurusd to drift higher later in the year. muf..
Positive,GBPUSD,. gbpusd to retest early 2023 highs north of meridian into q2. ci..
Neutral,EURUSD,. eurusd price analysis the 55 euro sma caps the upside. for now.
Positive,USDJPY,..jpy hit two months highs. resistance at 137..
Neutral,GBPUSD,. boes pill current momentum in economic activity may be slightly stronger than anticipated.
Neutral,AUDUSD,. aubd downside correction should fade in h1 with better prospects beyond the muf..
Neutral,AUDUSD,..dus. approaches 100 day / 100 hour..
Neutral,EURUSD,. euxd tries to bounce with overhead ma resistance in the way.
Neutral,GBPUSD,..pust.s off the 200 day ma. what now?.
Negative,GBPUSD,. gbpusd fallss below 12000 on us jobs data high ust bond..
Negative,EURUSD,. eurusd moves toward lows and the next downside..
Negative,EURUSD,. eurusd trims wednesday's gains down below 106..
Neutral,GBPUSD,".. of dod the bullets, the eurusd, gbpusd, & usdjd went to the edge and backed off."
Positive,EURUSD,. ecb looking at a 50bp rate hike in march and may 2011 dans dans bank.
Negative,AUDUSD,. audud retreats on us jobless and hoves around 06030..
